startDate,endDate,status,ipAddress,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,locationLatitude,locationLongitude,distributionChannel,userLanguage,QID2,QID24,QID24_4_TEXT,QID202,QID202_5_TEXT,QID27_1,QID128,QID128_2_TEXT,QID130,QID209,QID209_4_TEXT,QID210,QID210_4_TEXT,QID177_7,QID177_8,QID177_9,QID177_10,QID177_11,QID177_12,QID177_14,QID177_15,QID177_16,QID177_17,QID211_FIRST_CLICK,QID211_LAST_CLICK,QID211_PAGE_SUBMIT,QID211_CLICK_COUNT,QID213,QID214_1,QID214_2,QID214_3,QID214_4,QID214_5,QID215_1,QID216,QID204_1,QID204_4,QID204_5,QID204_6,QID204_7,QID204_8,QID204_9,QID204_10,QID204_11,QID204_12,QID204_13,QID204_14,QID204_15,QID204_16,QID204_17,QID204_18,QID204_19,QID204_20,QID204_21,QID204_22,QID204_23,QID204_24,QID206_1,QID206_4,QID206_5,QID206_6,QID206_7,QID206_8,QID206_9,QID206_10,QID206_11,QID206_12,QID206_13,QID206_14,QID206_15,QID206_16,QID206_17,QID206_18,QID206_19,QID206_20,QID206_21,QID206_22,QID206_23,QID206_24,QID183_47,QID183_52,QID183_55,QID183_50,QID183_41,QID183_48,QID183_13,QID183_51,QID183_42,QID183_44,QID183_49,QID183_53,QID183_45,QID183_46,QID183_54,QID183_43,QID183_DO_1,QID183_DO_2,QID183_DO_3,QID183_DO_4,QID183_DO_5,QID183_DO_6,QID183_DO_7,QID183_DO_8,QID183_DO_9,QID183_DO_10,QID183_DO_11,QID183_DO_12,QID183_DO_13,QID183_DO_14,QID183_DO_15,QID183_DO_16,QID150_1,FL_62_DO_control_high,FL_62_DO_control_low,FL_60_DO_SDO7,FL_60_DO_EDO
13.04.23 16:47,13.04.23 17:01,0,188.60.78.247,100,803,1,13.04.23 17:01,R_1eWbF4dwz44jqt2,,,,,46.8504,7.1854,anonymous,EN-GB,1,2,,2,,40,2,1,2,1,,1,,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2.744,132.674,133.4,29,1,1,,1,1,,30,3,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,,,1,,,1,1,1,,1,1,7,6,7,1,7,4,5,1,6,5,7,1,3,5,1,14,10,2,4,9,5,12,15,6,1,16,8,3,7,11,13,5,,1,1,2
13.04.23 23:13,13.04.23 23:25,0,178.197.249.27,100,691,1,13.04.23 23:25,R_1QyFa5D0hL8QtUR,,,,,46.8209,7.4387,anonymous,EN-GB,1,2,,2,,27,1,,2,1,,1,,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,1.847,117.633,119.319,48,1,1,,1,1,,40,5,1,1,,1,1,1,,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,6,1,7,1,7,1,7,7,6,7,2,7,7,7,1,8,2,14,11,16,13,10,4,5,6,9,15,12,3,5,1,,1,2
14.04.23 00:10,14.04.23 00:26,0,178.194.124.118,100,954,1,14.04.23 00:26,R_5vWDM3wNpwNnDbz,,,,,46.488,6.607,anonymous,EN-GB,1,2,,2,,48,1,,2,1,,1,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,1.51,261.899,261.91,13,1,1,,1,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,1,1,1,1,,,,1,,4,7,4,7,4,4,1,7,4,7,7,7,6,4,6,4,1,15,7,10,2,16,12,3,9,4,14,8,11,5,13,6,2,,1,2,1
14.04.23 00:22,14.04.23 00:33,0,178.199.152.181,100,625,1,14.04.23 00:33,R_23eDv2kONeobelw,,,,,46.4901,6.8995,anonymous,EN-GB,1,1,,2,,47,2,2,2,1,,1,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,6.991,161.84,162.712,17,1,1,,1,1,,40,2,1,1,,1,1,1,1,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,5,1,7,1,5,1,7,5,7,2,3,3,2,9,15,8,16,12,10,7,2,14,5,3,13,1,6,11,4,5,1,,1,2
14.04.23 00:44,14.04.23 01:00,0,178.197.203.6,100,998,1,14.04.23 01:00,R_2uJ9aLcSewicxUK,,,,,46.9698,7.4584,anonymous,EN-GB,1,1,,2,,23,1,,3,1,,1,,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,9.343,137.279,137.862,12,1,1,,1,1,,40,3,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,1,,,1,,,1,1,,1,,,,,1,5,2,6,5,5,2,6,1,7,6,7,1,6,3,5,16,14,3,12,10,9,13,11,15,5,4,2,8,6,7,1,2,,1,2,1
13.04.23 07:56,14.04.23 01:51,0,178.195.154.104,100,64500,1,14.04.23 01:51,R_32Y1d9Yp0KzQE9p,,,,,46.4906,6.8264,anonymous,EN-GB,1,2,,2,,54,2,3,2,1,,1,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,0.889,3.871,5.066,2,1,1,,1,1,,15,3,,1,1,,,,,1,1,1,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,6,1,7,1,7,1,7,5,7,1,1,6,1,14,4,7,15,5,13,3,8,9,11,16,12,2,1,10,6,7,1,,2,1
14.04.23 03:54,14.04.23 04:08,0,178.197.236.207,100,831,1,14.04.23 04:08,R_6VUz1EC656qeI0x,,,,,46.7973,7.1522,anonymous,EN-GB,1,1,,2,,35,2,1,2,1,,1,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,10.982,149.541,150.501,25,1,1,,1,1,,20,3,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,1,,,1,1,1,1,,5,4,5,4,2,5,4,5,2,4,3,5,4,2,2,3,13,8,16,14,15,7,12,2,1,5,9,4,6,11,10,3,4,,1,1,2
14.04.23 06:59,14.04.23 07:17,0,178.39.224.217,100,1097,1,14.04.23 07:17,R_eeTjHhUoqFfBXuF,,,,,46.488,6.607,anonymous,EN-GB,1,2,,2,,38,1,,2,1,,4,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,2.049,172.964,173.532,50,1,1,,1,1,,59,5,1,1,,1,,,,,1,1,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,5,7,7,1,2,7,1,1,4,6,2,2,8,5,14,10,13,15,4,2,12,1,6,11,7,16,9,3,2,1,,1,2
14.04.23 10:56,14.04.23 11:20,0,178.39.190.162,100,1440,1,14.04.23 11:20,R_2Y6cVjOf90xaznK,,,,,46.5302,6.6698,anonymous,EN-GB,1,2,,2,,53,2,3,2,1,,2,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,5.614,214.709,216.183,13,1,1,,1,1,,30,3,1,1,,1,,1,,1,1,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,1,7,1,7,1,7,7,7,1,1,7,1,13,16,4,11,5,6,8,3,15,10,9,12,14,2,1,7,2,1,,1,2
14.04.23 11:10,14.04.23 13:22,0,178.193.120.152,100,7899,1,14.04.23 13:22,R_1Fem5G2Wd0T5vwV,,,,,46.4884,6.6557,anonymous,EN-GB,1,2,,2,,53,2,2,2,1,,4,Suisse italienne,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,24.498,128.885,130.261,41,1,1,,1,1,,65,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,1,,,1,,1,1,1,1,,,1,6,2,7,1,7,1,7,1,6,7,7,6,5,7,5,14,7,8,9,12,15,6,3,1,4,13,16,10,2,5,11,6,,1,2,1
14.04.23 15:05,14.04.23 15:15,0,77.205.68.100,100,604,1,14.04.23 15:15,R_vjbRe9ZfHoh4r7P,,,,,48.8582,2.3387,anonymous,EN-GB,1,1,,2,,55,1,,2,2,,2,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,0.9,3.734,4.524,2,1,1,,1,1,,,8,1,1,,1,1,1,1,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,6,5,5,2,7,4,5,2,4,5,5,3,4,5,4,12,8,5,14,3,2,16,10,7,9,15,6,13,4,11,1,3,1,,1,2
15.04.23 03:40,15.04.23 03:54,0,172.225.190.146,100,881,1,15.04.23 03:54,R_2asG32xN3jJKqEW,,,,,47.3682,8.5671,anonymous,EN-GB,1,1,,2,,21,1,,1,1,,4,Marocaine,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,6.265,163.939,164.783,30,1,1,,1,1,,10,1,1,,,1,,1,1,,,,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,7,1,5,1,7,1,7,5,7,1,1,4,1,11,4,12,9,1,16,14,13,2,7,3,5,8,10,6,15,1,1,,2,1
08.04.23 05:42,08.04.23 05:57,0,165.169.40.144,97,864,0,15.04.23 05:57,R_3fq6pHv2UKPmiil,,,,,,,anonymous,EN-GB,1,2,,2,,55,2,4,2,2,,2,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5.033,164.592,166.349,36,1,1,,1,1,,60,3,1,1,1,1,,1,1,,,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,1,5,1,5,1,7,5,7,2,2,2,2,10,14,4,6,5,9,3,15,2,13,7,12,8,1,11,16,3,1,,2,1
15.04.23 06:03,15.04.23 06:18,0,79.155.206.69,100,878,1,15.04.23 06:18,R_6LHbWd2tTz4PQhb,,,,,41.0755,1.0532,anonymous,EN-GB,1,2,,2,,62,2,,4,1,,1,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,11.265,80.159,81.2,15,1,1,,1,1,,30,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,1,,1,,1,1,1,1,1,7,1,7,7,7,1,7,1,7,7,7,2,2,7,1,3,2,9,7,14,8,15,12,6,4,16,11,10,1,13,5,1,,1,2,1
15.04.23 11:49,15.04.23 11:49,0,185.25.195.154,100,11,1,15.04.23 11:49,R_2dshYNcGkGYDHHA,,,,,46.5388,6.5886,anonymous,EN-GB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.04.23 11:50,08.04.23 11:53,0,80.12.250.99,41,183,0,15.04.23 11:53,R_2y79T9WCGh7yqWA,,,,,,,anonymous,EN-GB,1,1,,2,,52,2,2,2,2,,2,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.04.23 11:49,15.04.23 12:01,0,185.25.195.154,100,752,1,15.04.23 12:01,R_3fHKZFNnHslHXkT,,,,,46.5388,6.5886,anonymous,EN-GB,1,1,,2,,21,1,,1,1,,2,,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,114.989,114.989,118.59,1,1,1,,1,1,,30,5,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,,,1,,,,1,,,1,1,,1,,1,5,5,5,3,7,3,6,1,4,5,5,4,5,2,2,1,7,8,6,3,16,9,10,4,15,11,5,12,2,13,14,6,,1,2,1
15.04.23 12:17,15.04.23 12:29,0,83.249.166.42,100,752,1,15.04.23 12:29,R_2uBRYLpTjyvuOgA,,,,,58.4016,15.6462,anonymous,EN-GB,1,1,,2,,22,1,,1,4,Suède,1,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1.301,139.183,140.52,17,1,1,,1,1,,40,4,1,1,,1,1,1,1,,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,3,12,2,6,1,4,6,7,3,1,12,4,8,1,4,16,6,15,10,3,9,5,7,14,11,12,13,2,6,1,,2,1
15.04.23 12:55,15.04.23 12:58,0,178.39.222.161,100,140,1,15.04.23 12:58,R_3QVgbMAw9NraBih,,,,,46.5184,6.6436,anonymous,EN-GB,1,1,,2,,22,1,,1,1,,2,,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2.27,2.27,3.268,1,1,1,,1,1,,83,7,1,1,1,1,1,,,,1,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,4,12,7,6,1,5,9,15,2,10,3,8,16,14,13,5,1,,2,1
16.04.23 02:16,16.04.23 02:21,0,85.3.131.75,100,308,1,16.04.23 02:21,R_1meMPnOLocBTwxx,,,,,46.2253,6.1516,anonymous,EN-GB,1,1,,2,,23,1,,1,1,,1,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,1.932,1.932,2.532,1,1,1,,1,1,,19,2,1,1,,,,1,,1,,1,,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,6,3,5,2,3,3,3,5,7,5,6,1,5,11,8,15,14,4,2,7,10,13,5,3,6,9,12,16,1,5,1,,1,2
16.04.23 02:42,16.04.23 02:59,0,51.154.42.225,100,1040,1,16.04.23 02:59,R_cw5AVjuMQUR5Rv3,,,,,47.3661,8.5243,anonymous,EN-GB,1,1,,2,,24,1,,1,1,,1,,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,15.227,99.623,100.803,12,1,1,,1,1,,30,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,,1,1,1,1,1,,1,7,1,7,5,7,1,7,2,6,2,5,5,6,7,1,7,9,7,2,16,10,13,6,3,1,8,5,12,14,15,11,4,5,,1,2,1
16.04.23 02:57,16.04.23 03:06,0,213.55.220.15,100,562,1,16.04.23 03:06,R_1JXEXY3VNwJjkiM,,,,,46.915,7.4623,anonymous,EN-GB,1,1,,2,,23,1,,6,1,,1,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.4,2.009,2.65,3,1,1,,1,1,,93,6,1,,,1,,,1,,,1,,1,1,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,7,1,6,3,6,4,2,1,5,2,1,7,6,6,1,5,6,15,9,13,2,7,4,16,5,1,12,11,8,14,3,10,7,1,,2,1
16.04.23 03:13,16.04.23 03:24,0,178.197.235.118,100,676,1,16.04.23 03:24,R_2Xp1CAOaJ1QVGET,,,,,46.7973,7.1522,anonymous,EN-GB,1,1,,2,,23,1,,3,1,,2,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.556,118.234,118.824,23,1,1,,1,1,,35,5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,1,1,1,,,1,1,1,,,1,6,6,6,5,6,6,5,2,3,5,6,2,5,3,3,10,9,8,1,4,15,13,2,6,16,11,3,14,7,12,5,5,,1,2,1
16.04.23 03:16,16.04.23 03:30,0,85.3.131.75,100,847,1,16.04.23 03:30,R_W8JkyQSvkb3r4Rz,,,,,46.2253,6.1516,anonymous,EN-GB,1,2,,2,,62,2,2,2,1,,1,,Neutral,Neutral,Dislike,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,19.359,125.629,126.812,16,1,1,,1,1,,30,4,1,1,,1,,1,1,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,5,1,5,1,14,3,9,6,7,12,13,8,16,11,10,2,4,1,5,15,3,1,,1,2
16.04.23 04:06,16.04.23 04:17,0,194.230.146.62,100,632,1,16.04.23 04:17,R_1fkNoGThTw5hMGX,,,,,46.1911,6.1404,anonymous,EN-GB,1,1,,2,,24,1,,1,1,,1,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5.587,72.739,73.361,13,1,1,,1,1,,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,,,,1,,1,1,,1,1,5,5,7,5,6,5,5,2,7,6,7,3,1,2,4,13,9,4,8,2,10,14,12,5,3,1,16,15,6,11,7,5,,1,2,1
16.04.23 04:33,16.04.23 04:49,0,213.55.227.227,100,945,1,16.04.23 04:49,R_2CWEDOqz3o3P91e,,,,,47.3823,8.5397,anonymous,EN-GB,1,1,,2,,23,1,,1,1,,1,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,9.999,183.118,183.972,26,1,1,,1,1,,30,8,1,,,1,1,1,1,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,7,2,7,5,6,2,4,6,7,4,1,4,6,12,9,15,4,6,10,5,13,2,11,8,7,16,3,14,1,5,1,,2,1
16.04.23 05:13,16.04.23 05:24,0,92.137.219.117,100,621,1,16.04.23 05:24,R_25XA0BCqTAZ2dDK,,,,,46.1963,6.24,anonymous,EN-GB,1,1,,2,,22,1,,1,2,,4,Italienne,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,9.916,106.007,106.705,11,1,1,,1,1,,40,3,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,1,,1,,1,,1,,,1,,1,,,2,3,2,5,6,4,6,4,1,4,3,7,1,4,1,1,13,16,14,4,1,3,7,5,9,6,12,8,10,2,15,11,7,,1,1,2
16.04.23 06:01,16.04.23 06:20,0,92.105.248.99,100,1134,1,16.04.23 06:20,R_2s0CxKv6KTEY5cs,,,,,46.2075,6.1173,anonymous,EN-GB,1,3,,5,demisexuelle,23,1,,3,1,,1,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,79.658,291.847,314.891,5,1,1,,1,1,,20,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,1,,,,1,,1,,,1,,1,1,7,1,7,1,7,1,7,1,7,7,7,1,1,6,1,10,3,13,15,14,8,9,4,6,1,11,12,7,5,16,2,1,,1,1,2
16.04.23 06:40,16.04.23 06:47,0,178.51.32.117,100,444,1,16.04.23 06:47,R_2uy5V9xSFBE6ZsV,,,,,50.8274,4.348,anonymous,EN-GB,1,1,,2,,52,2,4,2,3,,3,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.771,30.193,31.15,9,1,1,,1,1,,35,5,1,1,,1,,1,1,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,6,2,6,2,7,2,6,1,7,6,6,1,2,6,6,8,10,3,2,6,1,5,7,4,13,14,16,11,12,9,15,5,1,,1,2
16.04.23 06:58,16.04.23 07:08,0,31.10.172.75,100,626,1,16.04.23 07:08,R_1l0st7ES7Sl5wZs,,,,,46.5388,6.5886,anonymous,EN-GB,1,1,,2,,23,1,,1,1,,1,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,142.153,142.153,144.048,1,1,1,,1,1,,50,5,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,1,,,1,,1,,1,1,1,,3,2,5,6,4,2,3,3,3,6,2,6,5,3,1,2,16,9,3,2,7,5,6,4,8,1,15,11,14,12,13,10,7,,1,1,2
16.04.23 10:20,16.04.23 10:22,0,92.184.108.89,100,96,1,16.04.23 10:22,R_xsAWeM08YJsGemB,,,,,48.8582,2.3387,anonymous,EN-GB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.23 11:39,16.04.23 11:46,0,92.184.121.14,100,423,1,16.04.23 11:46,R_es3WRX89oI5jt5v,,,,,50.624,3.0511,anonymous,EN-GB,1,2,,2,,22,1,,1,3,,2,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,9.81,41.415,42.386,12,1,1,,1,1,,39,4,1,1,,,,1,1,,,,,1,1,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,1,6,1,4,5,6,2,6,5,6,3,5,4,5,9,14,16,3,12,5,2,1,7,8,11,4,15,10,13,6,3,1,,2,1
16.04.23 12:02,16.04.23 12:21,0,178.39.222.161,100,1188,1,16.04.23 12:21,R_2Xb4517xdqZsqxU,,,,,46.5184,6.6436,anonymous,EN-GB,1,1,,2,,55,2,3,2,1,,2,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.935,106.368,107.378,13,1,1,,1,1,,20,3,1,1,,1,1,1,1,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,7,1,6,4,7,1,7,4,7,4,1,2,7,8,6,15,1,14,10,7,11,12,16,4,9,13,3,2,5,4,1,,2,1
16.04.23 12:59,16.04.23 13:12,0,82.125.55.90,100,792,1,16.04.23 13:12,R_2rIXPJcLRRBaj99,,,,,45.8265,1.2484,anonymous,EN-GB,1,2,,2,,52,2,2,4,2,,2,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1.912,16.259,17.404,4,1,1,,1,1,,10,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,1,,,,1,,1,,,1,1,1,1,4,1,7,1,7,1,7,1,1,7,7,1,1,4,12,3,12,8,13,9,2,7,4,5,10,16,14,6,11,1,15,5,,1,1,2
16.04.23 13:10,16.04.23 13:16,0,109.130.132.0,100,361,1,16.04.23 13:16,R_1GTSJdKoRv52IEe,,,,,50.3873,3.9165,anonymous,EN-GB,1,2,,2,,53,2,2,3,3,,3,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.142,4.142,5.003,1,1,1,,1,1,,75,4,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,1,,1,,1,1,1,1,1,4,4,5,1,4,4,4,1,3,4,6,4,5,4,4,4,6,3,9,8,13,1,5,10,11,14,16,7,12,15,2,5,,1,2,1
16.04.23 13:14,16.04.23 13:24,0,213.55.245.173,100,602,1,16.04.23 13:24,R_3kFX6EjffcN5yTV,,,,,46.1911,6.1404,anonymous,EN-GB,1,1,,2,,24,1,,3,1,,2,,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1.412,96.252,98.404,19,1,1,,1,1,,15,3,1,1,1,1,,1,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,1,7,1,6,1,7,7,7,1,1,7,1,7,1,2,3,5,4,9,6,10,8,13,16,11,14,15,12,2,1,,1,2
16.04.23 03:10,16.04.23 14:56,0,93.30.81.178,100,42346,1,16.04.23 14:56,R_3HCz5TdHoAkd38W,,,,,45.8642,1.3255,anonymous,EN-GB,1,2,,2,,55,2,2,2,2,,2,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,27.768,150.288,151.474,7,1,1,,1,1,,,2,1,1,,1,,1,1,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,4,1,7,4,6,2,3,9,16,10,4,1,8,5,12,13,7,11,15,14,3,1,,2,1
17.04.23 06:41,17.04.23 06:58,0,77.205.117.165,100,976,1,17.04.23 06:58,R_9uAAGkrnwSGKzoR,,,,,48.8582,2.3387,anonymous,EN-GB,1,1,,2,,52,2,1,2,2,,2,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,8.781,226.651,228.064,29,1,1,,1,1,,20,3,1,1,,1,,,1,1,,1,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,3,7,1,6,2,7,5,7,2,4,4,6,8,2,6,14,11,3,12,16,7,9,5,15,1,13,4,10,3,1,,1,2
17.04.23 09:37,17.04.23 09:53,0,80.215.118.114,100,976,1,17.04.23 09:53,R_3suywsGZkYuvCkW,,,,,45.748,4.85,anonymous,EN-GB,1,1,,2,,58,2,2,2,2,,2,,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,37.917,319.921,320.493,31,1,1,,1,1,,60,4,1,1,,1,,1,1,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,7,1,6,1,7,2,7,12,7,1,2,3,5,3,16,5,9,15,1,8,13,10,14,2,6,7,4,11,12,2,1,,1,2
17.04.23 11:55,17.04.23 12:41,0,213.55.226.254,100,2771,1,17.04.23 12:41,R_3BKddS66LaJcmC5,,,,,47.3682,8.5671,anonymous,EN-GB,1,1,,2,,21,1,,1,1,,2,,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1008.072,1125.305,1128.237,12,1,1,,1,1,,7,2,1,1,,1,1,1,1,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,5,6,3,6,2,7,1,6,7,6,2,5,2,3,12,1,16,14,15,8,5,9,11,10,6,3,7,4,13,2,5,1,,2,1
18.04.23 00:59,18.04.23 01:08,0,178.197.196.21,100,554,1,18.04.23 01:08,R_2aWj91fZkzBVhO6,,,,,46.5189,6.6362,anonymous,EN-GB,1,1,,2,,25,1,,1,1,,1,,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,81.549,169.642,170.301,13,1,1,,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1,1,,1,,,1,1,1,,1,1,7,2,7,1,7,3,7,1,7,7,7,1,1,6,1,13,12,15,7,6,10,5,16,3,14,9,11,2,1,8,4,4,,1,1,2
18.04.23 00:56,18.04.23 01:09,0,80.214.124.128,100,752,1,18.04.23 01:09,R_29bSmkWIzYxg0nw,,,,,48.8323,2.4075,anonymous,EN-GB,1,1,,2,,22,1,,1,1,,2,,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,13.204,135.751,136.731,19,1,1,,1,1,,35,4,1,,,,1,1,,1,,,,1,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,6,6,6,5,5,6,6,3,5,4,6,2,1,1,3,12,6,14,9,4,10,2,16,1,8,3,5,11,13,15,7,4,1,,1,2
11.04.23 02:28,11.04.23 02:29,0,82.66.107.12,7,88,0,18.04.23 02:29,R_3MhZ6IVmdRnppZN,,,,,,,anonymous,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
